11034,119863.039644,1109.6636720000001,1109.6636730000027,0.476554,0.024734,0.137241
11034,119863.039644,1109.67373,1109.673729999995,0.727792,0.11583299999999999,0.0832
11035,119863.039644,1109.6837859999998,1109.6837869999872,0.8456459999999999,0.139797,0.07379400000000001
11035,119863.039644,1109.693844,1109.6938440000085,0.6804560000000001,0.036997,0.065599
11035,119863.039644,1109.703902,1109.7039019999938,0.346139,-0.08194800000000001,0.059596
11035,119863.039644,1109.713958,1109.713958999986,0.043282999999999995,-0.128915,0.015681
11035,119863.039644,1109.7240160000001,1109.7240159999928,-0.152375,-0.115678,0.0034479999999999997
11035,119863.039644,1109.734072,1109.7340729999996,-0.275972,-0.091407,0.030949
11035,119863.039644,1109.74413,1109.7441299999919,-0.35199400000000003,-0.060934,0.067211
11035,119863.039644,1109.754186,1109.754186999984,-0.33968000000000004,-0.059072,0.100038
11035,119863.039644,1109.764244,1109.7642440000054,-0.19683499999999998,-0.089587,0.12122899999999999
11035,119863.039644,1109.774301,1109.7743009999976,0.057347,-0.021833,0.134175
11036,119863.039644,1109.784358,1109.7843579999899,0.18581,0.060038,0.10929200000000001
11036,119863.039644,1109.794415,1109.794414999982,0.204004,0.06491799999999999,0.13888599999999998
11036,119863.039644,1109.8044710000001,1109.8044720000034,0.166731,0.044899,0.171772
11036,119863.039644,1109.814529,1109.8145289999957,0.092011,0.016419,0.177767
11036,119863.039644,1109.824585,1109.824585999988,0.004509,-0.005615,0.165972
11036,119863.039644,1109.834643,1109.8346429999801,-0.065198,0.001927,0.160294
11036,119863.039644,1109.844701,1109.8447009999945,-0.101431,0.024394,0.157141
11036,119863.039644,1109.854757,1109.8547580000013,-0.10252,0.05959400000000001,0.16178
11036,119863.039644,1109.8648150000001,1109.8648149999935,-0.0725,0.084793,0.16998
11036,119863.039644,1109.874871,1109.8748720000003,-0.027714,0.089611,0.17608
11037,119863.039644,1109.8849289999998,1109.8849289999926,0.011701000000000001,0.094554,0.187187
11037,119863.039644,1109.894985,1109.8949859999848,0.014916,0.082118,0.19722699999999999
11037,119863.039644,1109.905043,1109.9050429999916,0.005909,0.05430499999999999,0.229929
11037,119863.039644,1109.915099,1109.9150999999983,-0.00278,0.030014,0.24525500000000003
11037,119863.039644,1109.9251570000001,1109.9251569999906,-0.011635,0.012286,0.252238
11037,119863.039644,1109.935214,1109.9352139999828,-0.010101,0.0037329999999999998,0.25221
11037,119863.039644,1109.945271,1109.9452710000041,-0.014246,-0.008440000000000001,0.249383
11037,119863.039644,1109.955328,1109.9553279999964,-0.021654,-0.022673,0.242731
11037,119863.039644,1109.965384,1109.9653849999886,-0.021807,-0.043930000000000004,0.231127
11037,119863.039644,1109.975442,1109.9754429999884,-0.009595999999999999,-0.061489999999999996,0.21566300000000002
11038,119863.039644,1109.9855,1109.9854999999952,0.012607,-0.072788,0.201227
